Name,Abbrev,Status,Fall,Year,Place,Type,Mass,MetBull,Antarctic,"(Lat,Long)",,
Yamato 791117,Y-791117,Official,,1979,Antarctica,LL5/6,14 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791118,Y-791118,Official,,1979,Antarctica,LL5/6,10.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791119,Y-791119,Official,,1979,Antarctica,LL5/6,7.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791120,Y-791120,Official,,1979,Antarctica,LL5/6,8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791121,Y-791121,Official,,1979,Antarctica,LL5/6,7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791122,Y-791122,Official,,1979,Antarctica,LL5/6,6.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791123,Y-791123,Official,,1979,Antarctica,LL5/6,5.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791124,Y-791124,Official,,1979,Antarctica,LL5/6,7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791125,Y-791125,Official,,1979,Antarctica,LL5/6,3.04 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791126,Y-791126,Official,,1979,Antarctica,LL5/6,3.91 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791127,Y-791127,Official,,1979,Antarctica,LL5/6,2.19 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791128,Y-791128,Official,,1979,Antarctica,LL4,3.39 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791129,Y-791129,Official,,1979,Antarctica,LL5/6,1.86 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791130,Y-791130,Official,,1979,Antarctica,LL5/6,2.46 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791131,Y-791131,Official,,1979,Antarctica,CO3,1.66 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791132,Y-791132,Official,,1979,Antarctica,LL5/6,1.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791133,Y-791133,Official,,1979,Antarctica,LL5/6,2.61 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791134,Y-791134,Official,,1979,Antarctica,LL5/6,1.88 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791135,Y-791135,Official,,1979,Antarctica,LL5/6,1.16 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791136,Y-791136,Official,,1979,Antarctica,LL5/6,1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791137,Y-791137,Official,,1979,Antarctica,LL5/6,0.89 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791138,Y-791138,Official,,1979,Antarctica,H4,1.24 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791139,Y-791139,Official,,1979,Antarctica,LL5/6,0.85 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791140,Y-791140,Official,,1979,Antarctica,H4,0.48 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791141,Y-791141,Official,,1979,Antarctica,LL5/6,16.2 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791142,Y-791142,Official,,1979,Antarctica,LL6,0.44 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791143,Y-791143,Official,,1979,Antarctica,H4,190.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791144,Y-791144,Official,,1979,Antarctica,H4,144.9 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791145,Y-791145,Official,,1979,Antarctica,L6,136.8 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791146,Y-791146,Official,,1979,Antarctica,H5,94.2 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791147,Y-791147,Official,,1979,Antarctica,H5,44.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791148,Y-791148,Official,,1979,Antarctica,H3.6,58.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791149,Y-791149,Official,,1979,Antarctica,L6,58.8 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791150,Y-791150,Official,,1979,Antarctica,L6,75.9 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791151,Y-791151,Official,,1979,Antarctica,H4,14.1 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791152,Y-791152,Official,,1979,Antarctica,L6,16.5 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791153,Y-791153,Official,,1979,Antarctica,H4,3.17 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791154,Y-791154,Official,,1979,Antarctica,L5,6.8 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791155,Y-791155,Official,,1979,Antarctica,H6,2.11 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791156,Y-791156,Official,,1979,Antarctica,L6,1.32 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791157,Y-791157,Official,,1979,Antarctica,H4,48.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791158,Y-791158,Official,,1979,Antarctica,H4,22.9 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791159,Y-791159,Official,,1979,Antarctica,L6,7.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791160,Y-791160,Official,,1979,Antarctica,L6,5.6 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791161,Y-791161,Official,,1979,Antarctica,H6,4.05 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791162,Y-791162,Official,,1979,Antarctica,H4,8.1 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791163,Y-791163,Official,,1979,Antarctica,H4,3.99 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791164,Y-791164,Official,,1979,Antarctica,L5,12.9 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791165,Y-791165,Official,,1979,Antarctica,H4,11.3 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791166,Y-791166,Official,,1979,Antarctica,H5,4.81 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791167,Y-791167,Official,,1979,Antarctica,L5,10.3 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791168,Y-791168,Official,,1979,Antarctica,L3/4,10.1 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791169,Y-791169,Official,,1979,Antarctica,H4,7.9 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791170,Y-791170,Official,,1979,Antarctica,L5,6.8 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791171,Y-791171,Official,,1979,Antarctica,L4,10.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791172,Y-791172,Official,,1979,Antarctica,L6,5.7 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791173,Y-791173,Official,,1979,Antarctica,H4,5.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791174,Y-791174,Official,,1979,Antarctica,LL6,4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791175,Y-791175,Official,,1979,Antarctica,H5,2.67 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791176,Y-791176,Official,,1979,Antarctica,H5,2.39 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791177,Y-791177,Official,,1979,Antarctica,H6,3.64 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791178,Y-791178,Provisional,,1979,Antarctica,Stone-uncl,4.15 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791179,Y-791179,Official,,1979,Antarctica,H5,7.9 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791180,Y-791180,Official,,1979,Antarctica,H5,4.03 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791181,Y-791181,Official,,1979,Antarctica,H5,4.67 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791182,Y-791182,Official,,1979,Antarctica,H5,2.95 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791183,Y-791183,Official,,1979,Antarctica,H5,2.71 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791184,Y-791184,Official,,1979,Antarctica,H5,3.51 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791185,Y-791185,Official,,1979,Antarctica,H5,5.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791186 **,Y-791186,Official,,1979,Antarctica,Eucrite-mmict,99.6 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791187 **,Y-791187,Official,,1979,Antarctica,Diogenite,24 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791188 **,Y-791188,Official,,1979,Antarctica,Diogenite,9.2 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791189 **,Y-791189,Official,,1979,Antarctica,Diogenite,6.2 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791190,Y-791190,Official,,1979,Antarctica,CM2,10.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791191,Y-791191,Official,,1979,Antarctica,CM2,70.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791192 **,Y-791192,Official,,1979,Antarctica,Howardite,364 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791193,Y-791193,Official,,1979,Antarctica,Diogenite,12.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791194 **,Y-791194,Official,,1979,Antarctica,Diogenite,129.7 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791195 **,Y-791195,Official,,1979,Antarctica,Eucrite-cm,100.3 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791196,Y-791196,Provisional,,1979,Antarctica,Stone-uncl,10.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791197 **,Y-791197,Official,,1979,Antarctica,Lunar (anorth),52.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791198,Y-791198,Official,,1979,Antarctica,CM2,179.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791199 **,Y-791199,Official,,1979,Antarctica,Diogenite,121.9 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791200 **,Y-791200,Official,,1979,Antarctica,Diogenite,51.6 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791201 **,Y-791201,Official,,1979,Antarctica,Diogenite,9.6 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791202 **,Y-791202,Official,,1979,Antarctica,Diogenite,9.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791203 **,Y-791203,Official,,1979,Antarctica,Diogenite,6.3 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791204 **,Y-791204,Official,,1979,Antarctica,Diogenite,2.19 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791205,Y-791205,Official,,1979,Antarctica,H5,24.5 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791206 **,Y-791206,Official,,1979,Antarctica,Howardite,20.1 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791207 **,Y-791207,Official,,1979,Antarctica,Howardite,4.14 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791208 **,Y-791208,Official,,1979,Antarctica,Howardite,47.9 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791209,Y-791209,Official,,1979,Antarctica,H5,3.29 kg,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791210,Y-791210,Official,,1979,Antarctica,H4/5,355 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791211,Y-791211,Official,,1979,Antarctica,H4/5,161.7 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791212,Y-791212,Official,,1979,Antarctica,H4/5,104.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791213,Y-791213,Official,,1979,Antarctica,H4/5,77 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791214,Y-791214,Official,,1979,Antarctica,H4/5,88.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791215,Y-791215,Official,,1979,Antarctica,H4/5,64.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791216,Y-791216,Official,,1979,Antarctica,H4/5,130 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791217,Y-791217,Official,,1979,Antarctica,H4,157.3 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791218,Y-791218,Official,,1979,Antarctica,H4,40 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791219,Y-791219,Official,,1979,Antarctica,H4/5,22.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791220,Y-791220,Official,,1979,Antarctica,H4/5,31 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791221,Y-791221,Official,,1979,Antarctica,H4/5,43.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791222,Y-791222,Official,,1979,Antarctica,H4/5,40.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791223,Y-791223,Official,,1979,Antarctica,H4/5,31.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791224,Y-791224,Official,,1979,Antarctica,H4/5,26.5 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791225,Y-791225,Official,,1979,Antarctica,H4/5,22.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791226,Y-791226,Official,,1979,Antarctica,H4/5,24.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791227,Y-791227,Official,,1979,Antarctica,H4/5,18.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791228,Y-791228,Official,,1979,Antarctica,H4/5,22.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791229,Y-791229,Official,,1979,Antarctica,H4/5,24.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791230,Y-791230,Official,,1979,Antarctica,H4/5,16.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791231,Y-791231,Official,,1979,Antarctica,H4/5,12.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791232,Y-791232,Official,,1979,Antarctica,H4/5,18.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791233,Y-791233,Official,,1979,Antarctica,H4/5,20.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791234,Y-791234,Official,,1979,Antarctica,H4/5,14.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791235,Y-791235,Official,,1979,Antarctica,H4/5,10.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791236,Y-791236,Official,,1979,Antarctica,H4/5,19.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791237,Y-791237,Official,,1979,Antarctica,H4/5,10.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791238,Y-791238,Official,,1979,Antarctica,H4/5,11.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791239,Y-791239,Official,,1979,Antarctica,H4/5,8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791240,Y-791240,Official,,1979,Antarctica,H4/5,7.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791241,Y-791241,Official,,1979,Antarctica,H4/5,10.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791242,Y-791242,Official,,1979,Antarctica,H4/5,8.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791243,Y-791243,Official,,1979,Antarctica,H4/5,9.8 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791244,Y-791244,Official,,1979,Antarctica,H4/5,5.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791245,Y-791245,Official,,1979,Antarctica,H4/5,7.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791246,Y-791246,Official,,1979,Antarctica,H4/5,11 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791247,Y-791247,Official,,1979,Antarctica,H4/5,5.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791248,Y-791248,Official,,1979,Antarctica,H4/5,6.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791249,Y-791249,Official,,1979,Antarctica,H4/5,9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791250,Y-791250,Official,,1979,Antarctica,H4/5,6.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791251,Y-791251,Official,,1979,Antarctica,H4/5,6.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791252,Y-791252,Official,,1979,Antarctica,H4/5,6.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791253,Y-791253,Official,,1979,Antarctica,H4/5,6.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791254,Y-791254,Official,,1979,Antarctica,H4/5,6.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791255,Y-791255,Official,,1979,Antarctica,H6,10.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791256,Y-791256,Official,,1979,Antarctica,H4/5,5.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791257,Y-791257,Official,,1979,Antarctica,H4/5,6.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791258,Y-791258,Official,,1979,Antarctica,H4/5,7.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791259,Y-791259,Official,,1979,Antarctica,H4/5,6.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791260,Y-791260,Official,,1979,Antarctica,H4/5,6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791261,Y-791261,Official,,1979,Antarctica,H4/5,4.46 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791262,Y-791262,Official,,1979,Antarctica,H4/5,5.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791263,Y-791263,Official,,1979,Antarctica,H4/5,5.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791264,Y-791264,Official,,1979,Antarctica,H4/5,4.22 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791265,Y-791265,Official,,1979,Antarctica,H4/5,5.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791266,Y-791266,Official,,1979,Antarctica,H4/5,4.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791267,Y-791267,Official,,1979,Antarctica,H4/5,3.86 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791268,Y-791268,Official,,1979,Antarctica,H4/5,5.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791269,Y-791269,Official,,1979,Antarctica,H4/5,4.14 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791270,Y-791270,Official,,1979,Antarctica,L6,3.53 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791271,Y-791271,Official,,1979,Antarctica,H4/5,4.74 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791272,Y-791272,Official,,1979,Antarctica,H4/5,4.03 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791273,Y-791273,Official,,1979,Antarctica,H4/5,4.49 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791274,Y-791274,Official,,1979,Antarctica,H4/5,3.72 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791275,Y-791275,Official,,1979,Antarctica,H4/5,4.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791276,Y-791276,Official,,1979,Antarctica,H4/5,3.56 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791277,Y-791277,Official,,1979,Antarctica,H4/5,4.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791278,Y-791278,Official,,1979,Antarctica,H4/5,2.62 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791279,Y-791279,Official,,1979,Antarctica,H4/5,2.67 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791280,Y-791280,Official,,1979,Antarctica,H4/5,3.04 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791281,Y-791281,Official,,1979,Antarctica,H4/5,3.82 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791282,Y-791282,Official,,1979,Antarctica,H4/5,3.29 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791283,Y-791283,Official,,1979,Antarctica,H4/5,5.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791284,Y-791284,Official,,1979,Antarctica,H4/5,4.03 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791285,Y-791285,Official,,1979,Antarctica,H4/5,4.61 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791286,Y-791286,Official,,1979,Antarctica,H4/5,3.79 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791287,Y-791287,Official,,1979,Antarctica,H4/5,2.66 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791288,Y-791288,Official,,1979,Antarctica,H4/5,2.68 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791289,Y-791289,Official,,1979,Antarctica,H4/5,3.96 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791290,Y-791290,Official,,1979,Antarctica,H4/5,2.74 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791291,Y-791291,Official,,1979,Antarctica,H4/5,2.77 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791292,Y-791292,Official,,1979,Antarctica,H4/5,2.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791293,Y-791293,Official,,1979,Antarctica,H4/5,2.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791294,Y-791294,Official,,1979,Antarctica,H4/5,3.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791295,Y-791295,Official,,1979,Antarctica,H4/5,3.99 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791296,Y-791296,Official,,1979,Antarctica,H4/5,3.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791297,Y-791297,Official,,1979,Antarctica,H4/5,3.93 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791298,Y-791298,Official,,1979,Antarctica,H4/5,2.69 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791299,Y-791299,Official,,1979,Antarctica,H4/5,3.72 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791300,Y-791300,Official,,1979,Antarctica,H4/5,2.37 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791301,Y-791301,Official,,1979,Antarctica,H4/5,3.06 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791302,Y-791302,Official,,1979,Antarctica,H4/5,2.39 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791303,Y-791303,Official,,1979,Antarctica,H4/5,2.49 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791304,Y-791304,Official,,1979,Antarctica,H4/5,2.48 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791305,Y-791305,Official,,1979,Antarctica,H4/5,2.81 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791306,Y-791306,Official,,1979,Antarctica,H4/5,2.51 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791307,Y-791307,Official,,1979,Antarctica,H4/5,3.07 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791308,Y-791308,Official,,1979,Antarctica,H4/5,2.84 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791309,Y-791309,Official,,1979,Antarctica,H4/5,2.58 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791310,Y-791310,Official,,1979,Antarctica,H4/5,32.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791311,Y-791311,Official,,1979,Antarctica,H4/5,51.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791312,Y-791312,Official,,1979,Antarctica,H4/5,1841 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791313,Y-791313,Official,,1979,Antarctica,H5,640 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791314,Y-791314,Official,,1979,Antarctica,H4,626 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791315,Y-791315,Official,,1979,Antarctica,H4,353 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791316,Y-791316,Official,,1979,Antarctica,L6,283 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791317,Y-791317,Official,,1979,Antarctica,L6,164.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791318,Y-791318,Official,,1979,Antarctica,H,266 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791319,Y-791319,Official,,1979,Antarctica,L,137.4 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791320,Y-791320,Official,,1979,Antarctica,H6,128.1 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791321,Y-791321,Official,,1979,Antarctica,H6,65.2 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791322,Y-791322,Official,,1979,Antarctica,L6,141.1 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791323,Y-791323,Official,,1979,Antarctica,H5,134.2 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791324,Y-791324,Official,,1979,Antarctica,LL3.15,20.7 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791325,Y-791325,Official,,1979,Antarctica,H3,9 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791326,Y-791326,Official,,1979,Antarctica,LL4,7 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791327,Y-791327,Official,,1979,Antarctica,H4,5.3 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791328,Y-791328,Official,,1979,Antarctica,H5,4.36 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791329,Y-791329,Official,,1979,Antarctica,H4,5.5 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791330,Y-791330,Official,,1979,Antarctica,H5,3 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 791331,Y-791331,Official,,1979,Antarctica,H5,2.35 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
